ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-insula,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-paracentral,ctx-lh-parahippocampal,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-transversetemporal,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-insula,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-paracentral,ctx-rh-parahippocampal,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-transversetemporal,sub-type
3.30115090513,3.3326145613,2.33572000815,4.222627499290001,3.2229200161400002,3.1256065191299998,3.34273409579,3.61015521873,3.10498581624,2.50623735678,3.18454418848,2.41016231539,2.9568920737299997,3.58278394623,3.24775452885,3.2690689711400003,3.0858816727900003,3.3002967657899998,3.25428911976,1.6553496396,2.67551858935,3.20701604941,3.2210267406999997,3.08193223495,3.4452256540400006,3.0675068781200006,3.5945500902,2.78169153444,3.5394554779100003,3.21421094515,3.07740828912,3.53762781246,3.09424993911,2.28006806683,4.285912110269999,3.09022785575,3.0308750997500002,3.33575325371,3.4805594489699994,2.9804518759099996,2.65515908315,3.16040892216,2.5559505154299997,2.94083013208,3.66505974714,3.24311672967,3.4214735390099995,3.05582984991,3.18541852828,2.86410697423,1.5833432127200002,2.6446317487999997,3.25694334625,2.98792094987,3.00752368641,3.7974193595599997,2.93159116413,3.38164486323,2.69077288532,3.33570224384,3.24059328496,3.0089764573,5098010_HCP
3.0338847132700004,3.02303712705,2.11492211871,3.5048414433899997,3.01101685268,2.77475490559,3.0924470200800003,3.07473584196,2.59970855016,2.3597749384,3.0183070624799995,2.2911136254599995,2.6988964454400004,3.2756869625700005,2.72547483042,3.30061046425,2.9032273396900004,3.27119970033,2.79980884884,1.7868976223400004,2.38723872534,2.90899571101,2.98367724601,2.74773882628,3.00525057043,2.83306950826,3.2742788912700003,2.60724964941,2.9540824128900005,2.8198934085799996,2.74079661461,2.86779456453,2.9123423204299996,2.1328386417200003,3.6123105284300006,3.0316420452200004,2.83991621295,3.1201223290900004,3.34194434361,2.92568225051,2.5462205054900005,2.96904409012,2.17338042322,2.433679839,3.2589410577599995,3.0870131168299997,3.20743253046,2.83586976503,3.1153764712400003,2.75121291734,1.5072363699899998,2.26410321343,2.5868841846599997,3.02357512526,2.8334801711199997,2.86137344347,2.6507158914099995,3.14930282708,2.59551048305,3.19354579547,2.91571844988,2.5950818516900003,5364560_HCP
2.9953393930699996,3.0913494354299997,1.90601290288,3.1624790326,2.8428266339599997,2.68998038113,2.99498407156,2.9670482388200003,2.44838297976,2.29108406186,2.6936286565900005,2.02098798156,2.66418320052,3.1713231993,2.8220259835299997,2.84901752486,3.0584173983099996,2.8650137051200004,2.88136360668,1.3801817764500002,2.41544506544,2.63162547066,2.9152548289599998,2.5852057211200004,2.93521182673,2.83081385979,3.1412815895999997,2.48972230084,3.30885758591,2.9471301893,2.8957287800200002,2.85083061551,2.8933284252499996,2.0281705282599995,2.93823806387,2.93887548601,2.72585867495,3.01945843348,3.32643663364,2.29769124859,2.33187767066,2.65911388538,2.21002192678,2.61521989335,3.22072672412,2.7849287728,2.96773857713,3.01717538359,2.70580399694,2.59405298647,1.51142655125,2.3350470512599997,2.41623167504,2.87498525901,2.63443966711,3.04807269504,2.45988870251,2.9821644086699997,2.5437671602200003,3.19980102745,2.8367602111799997,2.82385677912,5871610_HCP
3.09728553328,3.1721108750700004,1.9166356710900003,3.42780023843,3.11137714852,2.68285608414,3.1212580512299994,3.41953146745,2.60592010553,2.3223117655700003,3.0181405620599997,2.35975299507,2.6102887845800002,3.05875427305,2.7519660017299996,2.91094958017,3.0540423522799998,2.93212804403,2.92039887842,1.56302805518,2.53063881422,2.61769492655,3.03158964785,2.62998943058,3.2917906557300003,2.7680820925800003,3.0708900286299996,2.46731561148,3.32258581138,2.97812822126,2.72845152384,2.6771195038799998,2.84839295754,1.9216065702,3.7263694822000004,3.0619053600800004,2.7179776388200003,3.1148215101,3.32901201972,2.56306113998,2.38817271305,2.8828179819499997,2.35887965496,2.77380365664,2.9479376038800003,2.8690834494599997,3.1957708949900003,2.8600743288,2.9267175648799997,2.72995912107,1.33902774635,2.3337751612599997,2.81951655774,2.8726819086299997,2.5817146112000002,3.36012460152,2.65593064233,3.14884263071,2.5050252792200003,3.1389394040700003,2.84438642957,2.67503022882,5007372_HCP
3.15349394054,3.4764391568699997,2.1039025165200003,3.6923536628099995,2.95566254931,3.21995306946,3.4380101718000002,3.4683969157999996,2.93370853995,2.37909879793,3.00571529042,2.24921587473,2.80941372778,3.5919151320699996,2.92843027832,2.92129955423,3.5091127064300003,3.45105228089,3.39723220769,1.76497674475,2.74423984088,3.03423511472,3.18987997393,3.07340994723,3.4295436415400005,3.1977021603400004,3.52810891208,2.7841359894,3.53396559518,3.3284077071200002,2.8616061848400003,3.2598994733999995,3.33371956363,2.18660981392,4.139431382,2.97922294931,3.1350497479699997,3.39732546519,3.31506807429,3.09101703375,2.58932896564,3.2152518325200004,2.32984224435,3.1986795302599997,3.4787694927499997,2.9521587831700002,2.91035725013,3.15050491307,3.4668644133499997,3.1059323976499997,1.73671859933,2.47467767784,2.9591851124299997,3.1037205501300003,3.0397215345599995,3.45296794894,3.0172375045099997,3.3660969261799996,2.77107675111,3.57544437964,3.25319900324,3.02441862518,5037650_HCP
3.01805026602,2.9007964198000002,2.21207794819,3.7787366854,3.1666773738400003,2.94879632095,3.25452174389,3.45805203433,2.85901133722,2.6441206267400004,3.03556424244,2.3904161198400002,2.62719049065,3.38363797606,2.74791041021,3.24819485644,3.04559666911,3.28219814523,3.2008771055699996,1.7382427350099998,2.77352399307,2.80743863308,2.92178116231,2.78268144338,3.37880821075,2.94503856667,3.36180622858,2.73809279908,3.35040212973,3.07061993832,2.74642874066,2.8866725847400003,3.03787293334,2.3334332275,3.46392037795,3.15803065196,2.9608695959599998,3.2818792826700003,3.3585990688200003,3.03476827732,2.67190685223,3.0764738337099997,2.38419226471,2.64850385686,3.4882670014699997,3.00385960623,3.12527407624,3.00688296331,3.3125258752900004,3.19394878679,1.67115548845,2.5652216485599997,2.87167881949,3.0572565200599997,2.8661484149,3.3528041186799995,2.9114273333700003,3.23651463644,2.70559380642,3.4962383415199993,3.1033045328299997,2.85652306677,5080946_HCP
2.6638459222,2.5094884341799997,2.06995949662,2.73229041216,2.8475929058499996,2.60694731735,2.7708350340900005,3.39121263573,2.8665689459400006,2.3434522202,2.93389886056,2.4214332704499997,3.0822267796599996,2.9484619041799998,2.5559167332099997,3.02636887145,2.51675906004,2.64178551901,2.99507260338,1.8315927448099998,2.12510042508,2.82933744123,2.25717666866,2.58033524957,3.2267078189099996,2.89075833468,2.8048314911900003,2.28981038853,2.8084321868,2.58791389193,2.15240617607,2.74587324581,2.6846972973,2.208138955,3.08716152568,2.9402579728099996,2.5873091600299998,3.0824729509299997,3.21418578462,2.95754306272,2.3012752415,2.8483968638599997,2.48903157747,3.15308788672,3.0318008129100003,2.42381768545,3.16759294264,2.33410533149,2.61513035869,2.7271097312,1.7727584966999999,2.19022332025,3.15051648203,2.41591938521,2.6601234319900002,3.2348355377999995,2.57575495405,2.91576315303,2.4367722993200003,2.97422061681,2.5374369270400003,2.5260837081200003,5104233_HCP
3.3846277904799997,3.24605085495,1.9555532495099996,4.0162557765599995,2.9277296130900003,2.86241220927,3.2189206155799996,3.4539227816300007,2.7932304608,2.4324320654,2.9935268915400006,2.36296449479,2.69684512744,3.32587502607,3.1716765859700002,3.09850712407,3.24716613348,3.35245517198,3.14053931194,1.87194301621,2.50676114443,2.9265137395700003,3.09645230411,2.77770473102,3.3889488296900003,3.03923801891,3.4858053428699995,2.60298824632,3.39827316825,3.06446999578,2.4697080953599997,3.10050301733,2.9581245775700005,1.92632003716,4.06456571477,3.07040695261,3.01053090427,3.23276420675,3.38642049708,2.71648601343,2.55974384061,3.04911965472,2.1602089329700003,2.88871352133,3.31071712574,2.95755308069,3.32633232045,2.94642901473,3.2456258073699997,2.9896731532,1.70886717666,2.38722992256,2.91887038875,3.0986880935000003,2.7032625070300003,3.2628402193299997,2.8191216852900003,3.35897559726,2.61539417349,3.31936503306,3.06887118537,2.6586040139800002,5116635_HCP
3.3140640157099996,3.09547411684,1.90322297178,3.7265078022500004,3.05692997022,2.74390531957,2.99356905352,3.2792454352099996,2.58332208118,2.41696051986,3.08899675791,2.2574221582900003,3.00576116464,3.32988331899,2.8827585306200003,3.19145385947,3.09313535121,3.23827920568,2.8414137269200004,1.58156643531,2.42259161774,3.0936416023400004,2.9720359465599997,2.79321087603,3.3281258525300004,2.8796976334799997,3.33518721126,2.52807934298,3.30062778213,3.0022494640599997,2.78062170421,3.21000283139,3.03354328101,2.19578720439,3.65381429435,3.1343527222000005,2.87463203472,3.2220172688499997,3.2815732521700003,2.6307385714300002,2.4848262664200003,2.98849863689,2.13978761522,2.84365083129,3.3454061466000002,2.8613545246900003,3.38070062828,2.8836494172400005,3.12832176273,2.8528016138099996,1.7404752392299998,2.4206288123400004,2.80617646065,2.94595461943,2.80128621655,3.47338752737,2.82312819975,3.20233071082,2.37123086506,3.2199325123699998,2.98036058463,2.8873524877599994,5123565_HCP
3.62089403549,3.17654282598,1.87980459085,3.4472507248300004,2.95945032389,2.9684540186199997,3.16519629601,3.04790238336,2.5000455221,2.2628626201400004,3.23337654666,2.13278790075,2.85717327624,3.4885989684099994,2.9050806067900004,3.1425586586699996,3.15760642816,3.09159982575,2.8374123668299998,1.45237544921,2.2871759849799997,3.07944025798,2.96003692126,2.9049129731,3.1519524476800003,2.7915398863200003,3.25519021209,2.51405382628,3.2702404264,3.07919084455,2.71477890198,3.0810456345999997,2.78819452611,1.9798733836000002,3.53125092148,3.28512045418,2.9544841968199997,3.3014740433200003,3.2431530055299995,2.6578825672999997,2.4480907748400003,3.0902272131299995,2.15656665829,2.77649984547,3.4881467509,2.3668108823900003,3.25607923385,3.09088576624,2.9980576413700004,2.9518053194700005,1.62201950246,2.7443448575,2.9246091997400003,2.32119808666,2.8455788487199998,3.32538965884,2.8786276265799997,3.27891415765,2.54287023875,3.4099640790900003,3.18165929415,2.91553549406,5144349_HCP
