subid,vNav1,rest1,peer1,rest2,movieDM,vNav2,peer3,movieTP,Mean_all,Age,Sex
sub-5897004,24.24559606,28.99924913,10.10930565,22.54860698,18.91111492,,55.23187807,17.18572254,25.49764621,7.407027,F
sub-5903304,8.22559877,5.868988746,3.8499763089999997,6.7129870579999995,4.6021355999999995,,6.470838662,7.1609708560000005,5.7776495379999995,13.463723000000002,F
sub-5904606,12.31806352,12.36428424,5.95864299,6.57967839,7.707638697,17.23542665,40.34473567,35.34802047,18.05050008,9.102327,F
sub-5921308,10.44974584,42.14768443,10.90888467,58.79318742,16.1831023,,56.57986379999999,9.972712651,32.43090588,10.180926,F
sub-5925412,2.099881117,9.027043391,7.283079025,8.142953398,17.01610857,,5.5989875520000005,6.717982425,8.96435906,12.997717999999999,F
sub-5928244,8.582690721,7.917289786,7.364234119,10.83237959,11.14549203,,8.952855162,11.09495919,9.551201646,15.180354999999999,F
sub-5940444,4.891915203,8.157792776,11.276568800000002,9.007396622,10.05101873,,29.24642854,12.95823227,13.44957296,7.7218789999999995,F
sub-5945947,7.3796292889999995,16.7260679,12.30619896,25.07831405,12.43784444,,16.48611882,10.89669452,15.65520645,8.866187,F
sub-5946924,6.340934151,8.186075222000001,,9.539399673,12.61706579,,8.754624323,11.57045531,10.13352406,10.02715,F
sub-5948305,13.109922099999999,101.25649190000001,17.69690371,46.39005865,13.10331597,,44.16885488,6.118870488,38.12241593,6.5396980000000005,F
sub-5954649,3.2671235839999997,4.512140177,4.751857909,4.308324897,4.7889127910000004,,6.174455421,5.090577405,4.9377114330000005,13.129705,F
sub-5968295,3.378030641,8.079458803,5.950753421,6.2503240810000005,6.528211005,,6.488790086,6.352508166000001,6.608340927,14.112023,F
sub-5984214,22.32820588,,29.234467100000003,,16.69648079,,49.64638466,14.2556753,27.45825196,5.496576999999999,F
sub-5991249,8.610384917000001,13.90453855,6.514194738,19.42728812,8.886574416,,10.52223056,7.104816542000001,11.05994049,11.407597,F
sub-5998532,3.126089615,9.014766027,6.192400967,5.740623391000001,6.512195972000001,,7.851539361,6.390932257999999,6.950409662999999,16.926534,F
